Manufacturer,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban Cold,Metric Extra-Urban,Metric Combined,Imperial Urban Cold,Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel_Cost_12000_Miles,Noise Level dBA,Emissions CO mg/km,Emissions Nox mg/km
BMW,Z4 sDrive20i,M6,1997,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,159,1577,74,309,24
BMW,Z4 sDrive28i,A8,1997,Petrol,9.4,5.3,6.8,30.1,53.3,41.5,159,1577,72,224,38
BMW,Z4 sDrive28i,M6,1997,Petrol,9.1,5.5,6.8,31,51.4,41.5,159,1577,74,283,19
CHRYSLER JEEP,1.4 170bhp 4x4,A9,1368,Petrol,8.7,5.9,6.9,32.5,47.9,40.9,160,1601,73,457,39
DACIA,115 4X4,M5x2,1598,Petrol,8,6.2,6.8,35.3,45.6,41.5,155,1577,71.4,644,42
FIAT,1.4 MultiAir 170 bhp (4 x 4),A9,1368,Petrol,8.5,5.7,6.7,33.2,49.6,42.2,157,1551,73,476,20
FIAT,1.4 16v 95 bhp,M5,1368,Petrol,9.3,5.9,7.2,30.4,47.9,39.2,165,1670,72,593,30
FIAT,1.4 8v 77 bhp ,M5,1368,Petrol,8.9,5.8,6.9,31.7,48.7,40.9,161,1601,72.4,296,38
FORD,2.0 EcoBoost (250PS) With Stop/Start - 5 Door,M6,1999,Petrol,8.8,5.7,6.8,32.1,49.6,41.5,159,1577,75,729,21
FORD,2.0 EcoBoost (250PS) With Stop/Start - Estate,M6,1999,Petrol,8.8,5.7,6.8,32.1,49.6,41.5,159,1577,75,729,21
FORD,2.0 EcoBoost (250PS) With Stop/Start - 5 Door,M6,1999,Petrol,8.8,5.7,6.8,32.1,49.6,41.5,159,1577,75,729,21
FORD,2.0 EcoBoost (250PS) With Stop/Start - Estate,M6,1999,Petrol,8.8,5.7,6.8,32.1,49.6,41.5,159,1577,75,729,21
FORD,1.5 EcoBoost SCTi (160PS) With Optional 18'' and 19'' Alloy Wheels,M6,1498,Petrol,8.3,5.8,6.7,34,48.7,42.2,154,1551,70,625,21
FORD,1.5 EcoBoost SCTi (160PS) - Estate,A6,1498,Petrol,8.8,5.2,6.5,32.1,54.3,43.5,152,1505,70,360,26
FORD,1.5 EcoBoost SCTi fitted with Optional 18'' and 19'' Alloy Wheels (160PS) - Estate,A6,1498,Petrol,8.8,5.3,6.6,32.1,53.3,42.8,154,1529,70,360,26
FORD,2.0 EcoBoost SCTi (240PS) - Hatchback,A6,1999,Petrol,10.2,5.6,7.3,27.7,50.4,38.7,169,1692,74,315,14
FORD,1.5 EcoBoost SCTi (160PS) - Estate,A6,1498,Petrol,8.8,5.2,6.5,32.1,54.3,43.5,152,1505,70,360,26
FORD,1.5 EcoBoost SCTi fitted with Optional 18'' and 19'' Alloy Wheels (160PS) - Estate,A6,1498,Petrol,8.8,5.3,6.6,32.1,53.3,42.8,154,1529,70,360,26
FORD,2.0 EcoBoost SCTi (240PS) - Hatchback,A6,1999,Petrol,10.2,5.6,7.3,27.7,50.4,38.7,169,1692,74,315,14
HONDA,2.0T i-VTEC Type R Type R GT,M6,1996,Petrol,9.4,6.1,7.3,30.1,46.3,38.7,170,1692,72,260,9
HONDA,1.8 i-VTEC S,A5,1798,Petrol,8.9,5.2,6.5,31.7,54.3,43.5,153,1505,72,338,9
HONDA,1.8 i-VTEC SE Plus Navi SR,A5,1798,Petrol,8.9,5.3,6.6,36.2,53.3,42.8,155,1529,72,300,10
HONDA,2.0 i-VTEC 2WD S S Navi SE Plus SE Plus Navi,M6,1997,Petrol,8.9,6.2,7.2,31.7,45.6,39.2,168,1670,72,373,11
HYUNDAI,1.6l Turbo GDi 2WD,DCT7,1591,Petrol,9,6,7.1,31.4,47.1,39.8,165,1645,69,133,11
HYUNDAI,1.6l Turbo GDi 2WD,6MT,1591,Petrol,9.8,5.8,7.3,28.8,48.7,38.7,169,1692,72,262,11
INFINITI,Q30 2.0T dct AWD 18 inch wheel,A7-AWD,1991,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,154,1529,69.5,175,24
INFINITI,Q30 2.0T dct AWD 19 inch wheel,A7-AWD,1991,Petrol,8.7,5.5,6.7,32.5,51.4,42.2,156,1551,69.5,175,24
INFINITI,Q50 2.0t 19 inch wheel,A7,1991,Petrol,8.8,5.2,6.5,32.1,54.3,43.5,151,1505,67.9,213,22
JAGUAR,2.0L Petrol (250PS) Automatic AWD,A8-AWD,1997,Petrol,9.1,6.6,7.4,31,42.8,38.2,170,1714,70.4,609,10
JAGUAR,2.0L Petrol (250PS) Automatic RWD,A8,1997,Petrol,8.6,6.3,7.1,33.1,45.1,39.9,163,1641,70.4,178,11
JAGUAR,2.0L Petrol (250PS) Automatic AWD,A8-AWD,1997,Petrol,8.4,5.8,6.8,33.8,49.2,42.2,154,1551,69.6,241,39
JAGUAR,2.0L Petrol (200PS) Automatic RWD,A8,1997,Petrol,8.4,5.8,6.8,33.6,48.7,41.5,154,1577,68.7,241,39
JAGUAR,2.0L Petrol (250PS) Automatic AWD,A8-AWD,1997,Petrol,8.7,6,6.9,33,47.4,40.9,159,1601,68.7,241,39
JAGUAR,2.0L Petrol (250PS) Automatic RWD,A8,1997,Petrol,8.4,5.8,6.8,33.6,48.7,41.5,154,1577,68.7,241,39
KIA,'GT' 1.6 T-GDi 201bhp,M6,1591,Petrol,9.7,5.9,7.4,29.1,47.9,38.2,170,1714,74,440,10
KIA,'GT' 1.6 T-GDi 201bhp,M6,1591,Petrol,9.7,5.9,7.4,29.1,47.9,38.2,170,1714,74,440,10
KIA,'1' 1.6 GDi 130bhp,M6,1591,Petrol,8.5,5.4,6.5,33.2,52.3,43.5,152,1505,72,401,9
KIA,'2' 1.6 GDi 130bhp,M6,1591,Petrol,8.5,5.4,6.5,33.2,52.3,43.5,152,1505,72,401,9
KIA,'Sport' 1.6 T-GDi 201bhp DCT,DCT7,1591,Petrol,8.7,5.8,6.9,32.5,48.7,40.9,156,1601,72,258,6
KIA,'1' 1.6 GDi 130bhp,M6,1591,Petrol,8.6,5.6,6.7,32.8,50.4,42.2,156,1551,71,162,29
LEXUS,F Sport 'Premier Pack',A6,1998,Petrol,9.4,5.9,7.2,30.1,49.6,39.2,167,1670,71,308,58
LEXUS,Premier,A6,1998,Petrol,9.4,5.9,7.2,30.1,49.6,39.2,167,1670,71,308,58
MAZDA,2.0 SKYACTIV-G (160PS),M6,1998,Petrol,9.3,5.5,6.9,30.4,51.4,40.9,161,1601,67.3,214,7
MAZDA,2.0 SKYACTIV-G (160PS),M6,1998,Petrol,9.4,5.5,6.9,30.4,51.4,40.9,161,1601,67.3,214,7
MAZDA,2.0 SKYACTIV-G (160PS),A6,1998,Petrol,10.1,5.5,7.2,28,51.4,39.2,167,1670,70,214,7
MERCEDES-BENZ,A250 4MATIC AMG with 18'' rear wheels,A7,1991,Petrol,8.5,5.7,6.7,33.2,49.6,42.2,156,1551,74,157,31
MERCEDES-BENZ,A250 4MATIC AMG with 19'' rear wheels,A7,1991,Petrol,8.5,5.7,6.7,33.2,49.6,42.2,156,1551,74,157,31
MERCEDES-BENZ,A250 AMG with 18'' rear wheels,M6,1991,Petrol,8.9,5.5,6.8,31.7,51.4,41.5,158,1577,71,168,23
MERCEDES-BENZ,AMG A 45 4MATIC with 18'' rear wheels,A7,1991,Petrol,9.2,5.6,6.9,30.7,50.4,40.9,162,1601,74,570,30
MERCEDES-BENZ, A 250 AMG with 18'' rear wheels,M6,1991,Petrol,8.9,5.5,6.8,31.7,51.4,41.5,158,1577,71,168,23
MERCEDES-BENZ,A 250 4MATIC AMG with 18'' rear wheels,A7,1991,Petrol,8.5,5.7,6.7,33.2,49.6,42.2,156,1551,74,157,31
MERCEDES-BENZ,A 250 AMG with 19'' rear wheels,M6,1991,Petrol,8.9,5.5,6.8,31.7,51.4,41.5,158,1577,71,168,23
MERCEDES-BENZ,AMG A 45 4MATIC with 18'' rear wheels,A7,1991,Petrol,9.2,5.6,6.9,30.7,50.4,40.9,162,1601,74,570,30
MERCEDES-BENZ,C 300 with 17'' rear wheels,A9,1991,Petrol,8.6,5.6,6.7,32.8,50.4,42.2,151,1551,74,226,13
MERCEDES-BENZ,C 300 with 18'' rear wheels,A9,1991,Petrol,8.7,5.8,6.9,32.5,48.7,40.9,155,1601,74,226,13
MERCEDES-BENZ,C 300 with 19'' rear wheels,A9,1991,Petrol,8.9,6,7.1,31.7,47.1,39.8,161,1645,74,226,13
MERCEDES-BENZ,C 300 with 17'' rear wheels,A9,1991,Petrol,8.6,5.6,6.7,32.8,50.4,42.2,151,1551,74,226,13
MERCEDES-BENZ,C 300 with 18'' rear wheels,A9,1991,Petrol,8.7,5.8,6.9,32.5,48.7,40.9,155,1601,74,226,13
MERCEDES-BENZ,C 300 with 19'' rear wheels,A9,1991,Petrol,8.9,6,7.1,31.7,47.1,39.8,161,1645,74,226,13
MERCEDES-BENZ,C200 4MATIC with 17'' rear wheels,A9,1991,Petrol,8.8,5.6,6.7,32.1,50.4,42.2,153,1551,72,363,32
MERCEDES-BENZ,C200 4MATIC with 18'' rear wheels,A9,1991,Petrol,8.9,5.8,6.9,31.7,48.7,40.9,157,1601,72,363,32
MERCEDES-BENZ,C200 4MATIC with 19'' rear wheels,A9,1991,Petrol,9.1,6,7.1,31,47.1,39.8,162,1645,72,363,32
MERCEDES-BENZ,C300 with 18'' rear wheels,A7,1991,Petrol,8.6,5.6,6.6,32.8,50.4,42.8,154,1529,72,208,14
MERCEDES-BENZ,C300 with 19'' rear wheels,A9,1991,Petrol,8.7,5.7,6.8,32.5,49.6,41.5,154,1577,74,226,13
MERCEDES-BENZ,C300 with 19'' rear wheels,A7,1991,Petrol,8.8,5.7,6.8,32.1,49.6,41.5,157,1577,72,208,14
MERCEDES-BENZ,C 200 4MATIC with 17'' rear wheels,A9,1991,Petrol,8.8,5.7,6.8,32.1,49.6,41.5,153,1577,72,341,22
MERCEDES-BENZ,C 200 4MATIC with 18'' rear wheels,A9,1991,Petrol,8.9,5.9,6.9,31.7,47.9,40.9,157,1601,72,341,22
MERCEDES-BENZ,C 200 4MATIC with 19'' rear wheels,A9,1991,Petrol,9.2,6.1,7.2,30.7,46.3,39.2,162,1670,72,341,22
MERCEDES-BENZ,C 300 with 19'' rear wheels,A9,1991,Petrol,8.7,5.7,6.8,32.5,49.6,41.5,154,1577,74,226,13
MERCEDES-BENZ,C 200 4MATIC with 17'' rear wheels,A9,1991,Petrol,8.8,5.8,6.9,32.1,48.7,40.9,155,1601,72,341,22
MERCEDES-BENZ,C 200 4MATIC with 18'' rear wheels,A9,1991,Petrol,9,6,7,31.4,47.1,40.4,159,1620,72,341,22
MERCEDES-BENZ,C 200 4MATIC with 19'' rear wheels,A9,1991,Petrol,9.2,6.2,7.3,30.7,45.6,38.7,165,1692,72,341,22
MERCEDES-BENZ,C 200 4MATIC with 17'' rear wheels,A9,1991,Petrol,8.8,5.8,6.9,32.1,48.7,40.9,155,1601,72,341,22
MERCEDES-BENZ,C 200 4MATIC with 18'' rear wheels,A9,1991,Petrol,9,6,7,31.4,47.1,40.4,159,1620,72,341,22
MERCEDES-BENZ,C 200 4MATIC with 19'' rear wheels,A9,1991,Petrol,9.2,6.2,7.3,30.7,45.6,38.7,165,1692,72,341,22
MERCEDES-BENZ,C 200 4MATIC with 17'' rear wheels,A9,1991,Petrol,8.8,5.7,6.8,32.1,49.6,41.5,153,1577,72,340,22
MERCEDES-BENZ,C 200 4MATIC with 18'' rear wheels,A9,1991,Petrol,8.9,5.9,6.9,31.7,47.9,40.9,157,1601,72,341,22
MERCEDES-BENZ,C 200 4MATIC with 19'' rear wheels,A9,1991,Petrol,9.2,6.1,7.2,30.7,46.3,39.2,162,1670,72,341,22
MERCEDES-BENZ,C 200 4MATIC with 17'' rear wheels,A9,1991,Petrol,8.8,5.7,6.8,32.1,49.6,41.5,153,1577,72,341,22
MERCEDES-BENZ,C 200 4MATIC with 18'' rear wheels,A9,1991,Petrol,8.9,5.9,6.9,31.7,47.9,40.9,157,1601,72,341,22
MERCEDES-BENZ,C 200 4MATIC with 19'' rear wheels,A9,1991,Petrol,9.2,6.1,7.2,30.7,46.3,39.2,162,1670,72,341,22
MERCEDES-BENZ,AMG CLA 45 4MATIC with 18'' rear wheels,A7,1991,Petrol,9.2,5.6,6.9,30.7,50.4,40.9,162,1601,74,571,30
MERCEDES-BENZ,CLA 250 4MATIC AMG with 18'' rear wheels,A7,1991,Petrol,8.7,5.9,6.8,32.5,47.9,41.5,160,1577,74,157,31
MERCEDES-BENZ,CLA 250 4MATIC AMG with 19'' rear wheels,A7,1991,Petrol,8.7,5.9,6.8,32.5,47.9,41.5,160,1577,74,157,31
MERCEDES-BENZ,CLA 250 AMG with 18'' rear wheels,M6,1991,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,156,1551,72,168,23
MERCEDES-BENZ,CLA 250 AMG with 19'' rear wheels,M6,1991,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,156,1551,72,168,23
MERCEDES-BENZ,AMG CLA 45 4MATIC with 18'' rear wheels,A7,1991,Petrol,9.2,5.6,6.9,30.7,50.4,40.9,162,1601,74,570,30
MERCEDES-BENZ,CLA 250 4MATIC AMG with 18'' rear wheels,A7,1991,Petrol,8.7,5.9,6.8,32.5,47.9,41.5,160,1577,74,157,31
MERCEDES-BENZ,CLA 250 4MATIC AMG with 19'' rear wheels,A7,1991,Petrol,8.7,5.9,6.8,32.5,47.9,41.5,160,1577,74,157,31
MERCEDES-BENZ,CLA 250 AMG with 18'' rear wheels,M6,1991,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,156,1551,72,168,23
MERCEDES-BENZ,CLA 250 AMG with 19'' rear wheels,M6,1991,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,156,1551,72,168,23
MERCEDES-BENZ,AMG CLA 45 4MATIC with 18'' rear wheels,A7,1991,Petrol,9.2,5.6,6.9,30.7,50.4,40.9,162,1601,73,570,30
MERCEDES-BENZ,CLA 250 4MATIC AMG with 18'' rear wheels,A7,1991,Petrol,8.8,5.8,6.9,32.1,48.7,40.9,160,1601,74,157,31
MERCEDES-BENZ,CLA 250 4MATIC AMG with 19'' rear wheels,A7,1991,Petrol,8.8,5.8,6.9,32.1,48.7,40.9,160,1601,74,157,31
MERCEDES-BENZ,AMG CLA 45 4MATIC with 18'' rear wheels,A7,1991,Petrol,9.2,5.6,6.9,30.7,50.4,40.9,162,1601,73,570,30
MERCEDES-BENZ,CLA 250 4MATIC AMG with 18'' rear wheels,A7,1991,Petrol,8.8,5.8,6.9,32.1,48.7,40.9,160,1601,74,157,31
MERCEDES-BENZ,CLA 250 4MATIC AMG with 19'' rear wheels,A7,1991,Petrol,8.8,5.8,6.9,32.1,48.7,40.9,160,1601,74,157,31
MERCEDES-BENZ,CLS 400 with 19'' rear wheels,A9,3498,Petrol,10.4,5.9,7.5,27.2,47.9,37.7,169,1736,72,54,22
MERCEDES-BENZ,E 200 with 19'' rear wheels,A9,1991,Petrol,8.4,5.7,6.7,33.6,49.6,42.2,151,1551,71,177,48
MERCEDES-BENZ,E 200 with 20'' rear wheels,A9,1991,Petrol,8.4,5.7,6.7,33.6,49.6,42.2,151,1551,71,177,48
MERCEDES-BENZ,E 300 with 19'' rear wheels,A9,1991,Petrol,8.9,5.9,7,31.7,47.9,40.4,160,1620,71,280,11
MERCEDES-BENZ,E 300 with 20'' rear wheels,A9,1991,Petrol,8.9,5.9,7,31.7,47.9,40.4,160,1620,71,280,11
MERCEDES-BENZ,GLA 250 4MATIC with 18'' rear wheels,A7,1991,Petrol,8.7,5.5,6.6,32.5,51.4,42.8,155,1529,73,144,27
MERCEDES-BENZ,GLA 250 4MATIC with 19'' rear wheels,A7,1991,Petrol,8.7,5.5,6.6,32.5,51.4,42.8,155,1529,73,144,27
MERCEDES-BENZ,GLA 250 4MATIC with 18'' rear wheels,A7,1991,Petrol,8.7,5.5,6.6,32.5,51.4,42.8,155,1529,73,144,27
MERCEDES-BENZ,GLA 250 4MATIC with 19'' rear wheels,A7,1991,Petrol,8.7,5.5,6.6,32.5,51.4,42.8,155,1529,73,144,27
MERCEDES-BENZ,S 400 h with 19'' rear wheels,A7,3498,Petrol,7.5,6.6,7,37.7,42.8,40.4,161,1620,74,542,7
MINI,MINI John Cooper Works - 17'' & 18'' tyres,M6,1998,Petrol,9.1,5.2,6.7,31,54.3,42.2,155,1551,75,379,33
MINI,MINI Cooper S ALL4 Clubman - 16'' & 17'' tyres,M6,1998,Petrol,8.8,5.7,6.9,32.1,49.6,40.9,159,1601,74,473,27
MINI,MINI Cooper S ALL4 Clubman - 18'' & 19'' tyres,M6,1998,Petrol,9,5.8,7,31.4,48.7,40.4,162,1620,74,473,27
MINI,MINI John Cooper Works ALL4,A8,1998,Petrol,8.4,5.8,6.8,33.6,48.7,41.5,154,1577,70,300,26
MINI,MINI John Cooper Works ALL4,M6,1998,Petrol,9.7,6,7.4,29.1,47.1,38.2,168,1714,75,393,41
MINI,MINI John Cooper Works,M6,1998,Petrol,8.6,5.4,6.5,32.8,52.3,43.5,152,1505,75,393,41
MINI,MINI Cooper S ALL4 Countryman - 16'' 17'' & 18'' tyres,M6,1998,Petrol,8.8,5.9,7,32.1,47.9,40.4,159,1620,68,475,39
MINI,MINI Cooper S ALL4 Countryman - 17'' 18'' & 19'' tyres with Runflats,M6,1998,Petrol,9,6,7.1,31.4,47.1,39.8,162,1645,68,475,39
MINI,MINI John Cooper Works ALL4 Countryman - all tyres,A8,1998,Petrol,8.5,6,6.9,33.2,47.1,40.9,158,1601,71,520,31
MINI,MINI John Cooper Works ALL4 Countryman - all tyres,M6,1998,Petrol,9.4,6.2,7.4,30.1,45.6,38.2,169,1714,67,478,31
MINI,MINI Cooper - 16'' & 17'' tyres,A6,1598,Petrol,9,5.6,6.9,31.4,50.4,40.9,159,1601,74,462,32
MINI,MINI Cooper - 18'' & 19'' tyres,A6,1598,Petrol,9.2,5.8,7.1,30.7,48.7,39.8,164,1645,74,462,32
MINI,MINI Cooper ALL4 - 16'' & 17'' tyres,M6,1598,Petrol,8.2,5.8,6.7,34.4,48.7,42.2,156,1551,74,455,37
MINI,MINI Cooper ALL4 - 16'' & 17'' tyres,A6,1598,Petrol,9.4,5.7,7,30.1,49.6,40.4,164,1620,73,700,21
MINI,MINI Cooper ALL4 - 18'' & 19'' tyres,M6,1598,Petrol,8.4,6.1,6.9,33.6,46.3,40.9,161,1601,74,455,37
MINI,MINI Cooper ALL4 - 18'' & 19'' tyres,A6,1598,Petrol,9.6,5.9,7.3,29.4,47.9,38.7,169,1692,73,700,21
MINI,MINI Cooper S - 17'' tyres,A6,1598,Petrol,9.2,5.4,6.8,30.7,52.3,41.5,157,1577,71,700,21
MINI,MINI Cooper S - 18'' & 19'' tyres,A6,1598,Petrol,9.4,5.6,7,30.1,50.4,40.4,162,1620,71,700,21
MINI,MINI Cooper S ALL4 - 17'' tyres,A6,1598,Petrol,9.5,5.7,7.1,29.7,49.6,42.8,165,1529,71,700,21
MINI,MINI Cooper S ALL4 - 18'' & 19'' tyres,M6,1598,Petrol,8.2,5.7,6.6,34.4,49.6,42.8,153,1529,74,501,13
MINI,MINI Cooper S ALL4 - 18'' & 19'' tyres,A6,1598,Petrol,9.7,5.9,7.3,29.1,47.9,38.7,170,1692,71,700,21
MINI,MINI John Cooper Works - 18'' tyres,M6,1598,Petrol,9.1,6,7.1,31,47.1,39.8,165,1645,74,507,17
MINI,MINI John Cooper Works - 19'' tyres,M6,1598,Petrol,9.2,6.1,7.3,30.7,46.3,38.7,169,1692,74,507,17
MINI,MINI One - 16'' & 17'' tyres,A6,1598,Petrol,9,5.6,6.9,31.4,50.4,40.9,159,1601,74,462,32
MINI,MINI One - 18'' tyres,A6,1598,Petrol,9.2,5.8,7.1,30.7,48.7,39.8,164,1645,74,462,32
MINI,MINI Cooper - 16'' & 17'' tyres,A6,1598,Petrol,9,5.6,6.9,31.4,50.4,40.9,159,1601,74,462,32
MINI,MINI Cooper - 18'' & 19'' tyres,A6,1598,Petrol,9.2,5.8,7.1,30.7,48.7,39.8,164,1645,74,462,32
MINI,MINI Cooper ALL4 - 16'' & 17'' tyres,M6,1598,Petrol,8.2,5.8,6.7,34.4,48.7,42.2,156,1551,74,455,37
MINI,MINI Cooper ALL4 - 16'' & 17'' tyres,A6,1598,Petrol,9.4,5.7,7,30.1,49.6,40.4,164,1620,73,700,21
MINI,MINI Cooper ALL4 - 18'' & 19'' tyres,M6,1598,Petrol,8.4,6.1,6.9,33.6,46.3,40.9,161,1601,74,455,37
MINI,MINI Cooper ALL4 - 18'' & 19'' tyres,A6,1598,Petrol,9.6,5.9,7.3,29.4,47.9,38.7,169,1692,73,700,21
MINI,MINI Cooper S - 17'' tyres,A6,1598,Petrol,9.2,5.4,6.8,30.7,52.3,41.5,157,1577,71,700,21
MINI,MINI Cooper S - 18'' & 19'' tyres,A6,1598,Petrol,9.4,5.6,7,30.1,50.4,40.4,162,1620,71,700,21
MINI,MINI Cooper S ALL4 - 17'' tyres,A6,1598,Petrol,9.5,5.7,7.1,29.7,49.6,39.8,165,1645,71,700,21
MINI,MINI Cooper S ALL4 - 18'' & 19'' tyres,M6,1598,Petrol,8.2,5.7,6.6,34.4,49.6,42.8,153,1529,74,501,13
MINI,MINI Cooper S ALL4 - 18'' & 19'' tyres,A6,1598,Petrol,9.7,5.9,7.3,29.1,47.9,38.7,170,1692,71,700,21
MINI,MINI John Cooper Works - 18'' tyres,M6,1598,Petrol,9.1,6,7.1,31,47.1,39.8,165,1645,74,507,17
MINI,MINI John Cooper Works - 19'' tyres,M6,1598,Petrol,9.2,6.1,7.3,30.7,46.3,38.7,169,1692,74,507,17
MORGAN MOTOR COMPANY,2000 2 Seat Convertible,MT,1999,Petrol,9.8,5.5,7.1,28.8,51.4,39.8,164,1645,73,688,14
NISSAN,DIG-T 190 4WD 18 inch wheel,CVT,1618,Petrol,8.3,5.5,6.5,34,51.4,43.5,153,1505,70,236,7
NISSAN,DIG-T 218 Nismo 2WD,M6,1618,Petrol,9.5,5.9,7.2,29.7,47.9,39.2,168,1670,74,340,7
PORSCHE,Boxster,M7,1988,Petrol,9.9,6.6,7.4,28.5,47.1,38.2,168,1714,72,255,28
PORSCHE,Boxster PDK,A7,1988,Petrol,9,5.7,6.9,31.4,49.6,40.9,158,1601,71,445,27
PORSCHE,Boxster S PDK,A7,2457,Petrol,9.5,6,7.3,29.7,47.1,38.7,167,1692,71,259,33
PORSCHE,Cayman,M7,1988,Petrol,9.9,6.6,7.4,28.5,47.1,38.2,168,1714,72,255,28
PORSCHE,Cayman PDK,A7,1988,Petrol,9,5.7,6.9,31.4,49.6,40.9,158,1601,71,445,27
PORSCHE,Cayman S PDK,A7,2457,Petrol,9.5,6,7.3,29.7,47.1,38.7,167,1692,71,259,33
PORSCHE,Carrera Coupé PDK,A7,2981,Petrol,9.9,6,7.4,28.5,47.1,38.2,169,1714,74,295,26
RENAULT,TCe 220 S/S,M6,1998,Petrol,9.9,6.1,7.5,28.5,46.3,37.7,167,1736,73.8,567,23
RENAULT,TCe 220 S/S,M6,1998,Petrol,9.9,6.1,7.5,28.5,46.3,37.7,167,1736,73.8,567,23
SEAT,1.4 TSI 150PS DSG Stop-Start S,D6,1390,Petrol,8.1,5.9,6.7,34.9,47.9,42.2,156,1551,69,199,41
SEAT,1.4 TSI 150PS DSG Stop-Start SE,D6,1390,Petrol,8.1,5.9,6.7,34.9,47.9,42.2,157,1551,69,199,41
SEAT,1.4 TSI 150PS Stop-Start SE,M6,1390,Petrol,8,5.6,6.5,35.3,50.4,43.5,151,1505,72,275,42
SEAT,2.0 TSI 300PS Cupra 300,M6,1984,Petrol,9,5.7,6.9,31.4,49.6,40.9,158,1601,72,460,28
SEAT,2.0 TSI 300PS DSG Cupra 300,D6,1984,Petrol,8.5,5.8,6.8,33.2,48.7,41.5,156,1577,72,369,25
SEAT,2.0 TSI 300PS Cupra 300,M6,1984,Petrol,9,5.7,6.9,31.4,49.6,40.9,158,1601,72,460,28
SEAT,2.0 TSI 300PS DSG Cupra 300,D6,1984,Petrol,8.4,5.7,6.7,33.6,49.6,42.2,153,1551,72,369,25
SEAT,2.0 TSI 300PS Cupra 300,M6,1984,Petrol,9.1,5.8,7,31,48.7,40.4,161,1620,72,460,28
SEAT,2.0 TSI 300PS DSG Cupra 300 4DRIVE,D6,1984,Petrol,9.1,6.1,7.2,31,46.3,39.2,164,1670,70,420,28
SKODA,1.4 TSI 150PS 4x4 5 Seat,M6,1295,Petrol,8.3,6,6.9,34,47.1,40.9,155,1601,69,396,33
SKODA,1.4 TSI 150PS 4x4 7 Seat,M6,1395,Petrol,8.3,6,6.9,34,47.1,40.9,156,1601,69,396,33
SKODA,1.4 TSI 150PS 4x4 DSG,D6,1395,Petrol,8.5,6.3,7.1,33.2,44.8,39.8,163,1645,70,185,38
SKODA,2.0 TSI 180PS 7speed DSG 4x4,D7,1984,Petrol,9.1,6.4,7.4,31,44.1,38.2,170,1714,69,316,29
SKODA,2.0 TSI 280PS DSG 4x4 Stop-Start SE L Executive Sportline Laurin & Klement,QD6,1984,Petrol,9,6.2,7.2,31.4,45.6,39.2,164,1670,74,353,19
SKODA,2.0 TSI 280PS DSG 4x4 Stop-Start SE L Executive Sportline Laurin & Klement,QD6,1984,Petrol,8.9,6.1,7.1,31.7,46.3,39.8,160,1645,74,353,19
SSANGYONG,ELX 1.6 2WD Auto 128ps,6AT,1597,Petrol,9.8,5.7,7.2,28.8,49.6,39.2,167,1670,70.4,422,21
SSANGYONG,EX 1.6 2WD Auto 128ps,6AT,1597,Petrol,9.8,5.7,7.2,28.8,49.2,39.2,167,1670,70.4,422,21
SUBARU,2.0i All Trim Levels,6AT,1998,Petrol,9.6,5.7,7.1,29.4,49.6,39.8,164,1645,73.4,320,19
SUBARU,2.0i XE,6MT,1995,Petrol,8.5,6,6.9,33.2,47.1,40.9,160,1601,71,282,33
SUBARU,2.0i XE Premium,6MT,1995,Petrol,8.5,6,6.9,33.2,47.1,40.9,160,1601,71,282,33
SUBARU,1.6i GT Lineartronic,CVT,1600,Petrol,8.5,6.3,7.1,33.2,44.8,39.8,164,1645,66,305,8
SUBARU,2.5i SE Lineartronic,CVT,2498,Petrol,8.7,6,7,32.5,47.1,40.4,161,1620,70.6,443,8
SUBARU,2.5i SE Premium Lineartronic,CVT,2498,Petrol,8.7,6,7,32.5,47.1,40.4,161,1620,70.6,443,8
SUBARU,2.0i All Trim Levels,6MT,1995,Petrol,9,5.8,7,31.4,48.7,40.4,160,1620,71.4,458,20
SUBARU,2.0i Lineartronic All Trim Levels,CVT,1995,Petrol,8.5,5.5,6.5,33.2,51.4,43.5,151,1505,69.8,220,27
SUZUKI,1.3 4x4,M5,1328,Petrol,8.9,6,7.1,31.7,47,39.8,162,1645,73.5,653,25
SUZUKI,1.3 4x4,A4,1328,Petrol,9,6.3,7.3,31.4,44.8,38.7,167,1692,72,761,23
TOYOTA,2.0 Boxer D-4S Auto with 17'' wheels,6AT,1998,Petrol,9.6,5.7,7.1,29.4,49.6,39.8,164,1645,73.4,320,19
TOYOTA,AWD 2.0 VVT-i Auto,A6,1998,Petrol,8.2,5.6,6.5,34.4,50.4,43.5,152,1505,69,309,23
TOYOTA,1.6 V-matic 6-speed manual,6MT,1598,Petrol,8.4,5.6,6.6,33.6,50.4,42.8,154,1529,75,444,14
TOYOTA,1.8 V-matic M Drive S with 16'' alloys,MultiDriv,1798,Petrol,8.6,5.4,6.6,32.8,52.3,42.8,153,1529,74,278,14
